Date,Open,High,Low,Close,Volume,headline_sentiment,summary_sentiment
2023-04-03,164.27000427246094,166.2899932861328,164.22000122070312,166.1699981689453,56976200.0,0.0,0.0
2023-04-04,166.60000610351562,166.83999633789062,165.11000061035156,165.6300048828125,46278300.0,0.0,0.0
2023-04-05,164.74000549316406,165.0500030517578,161.8000030517578,163.75999450683594,51511700.0,0.0,0.0
2023-04-06,162.42999267578125,164.9600067138672,162.0,164.66000366210938,45390100.0,0.0,0.0
2023-04-10,161.4199981689453,162.02999877929688,160.0800018310547,162.02999877929688,47716900.0,0.0,0.0
2023-04-11,162.35000610351562,162.36000061035156,160.50999450683594,160.8000030517578,47644200.0,0.0,0.0
2023-04-12,161.22000122070312,162.05999755859375,159.77999877929688,160.10000610351562,50133100.0,0.0,0.0
2023-04-13,161.6300048828125,165.8000030517578,161.4199981689453,165.55999755859375,68445600.0,0.0,0.0
2023-04-14,164.58999633789062,166.32000732421875,163.82000732421875,165.2100067138672,49386500.0,0.0,0.0
2023-04-17,165.08999633789062,165.38999938964844,164.02999877929688,165.22999572753906,41516200.0,0.0,0.0
2023-04-18,166.10000610351562,167.41000366210938,165.64999389648438,166.47000122070312,49923000.0,0.0,0.0
2023-04-19,165.8000030517578,168.16000366210938,165.5399932861328,167.6300048828125,47720200.0,0.0,0.0
2023-04-20,166.08999633789062,167.8699951171875,165.55999755859375,166.64999389648438,52456400.0,0.0,0.0
2023-04-21,165.0500030517578,166.4499969482422,164.49000549316406,165.02000427246094,58337300.0,0.0,0.0
2023-04-24,165.0,165.60000610351562,163.88999938964844,165.3300018310547,41949600.0,0.0,0.0
2023-04-25,165.19000244140625,166.30999755859375,163.72999572753906,163.77000427246094,48714100.0,0.0,0.0
2023-04-26,163.05999755859375,165.27999877929688,162.8000030517578,163.75999450683594,45498800.0,0.0,0.0
2023-04-27,165.19000244140625,168.55999755859375,165.19000244140625,168.41000366210938,64902300.0,0.0,0.0
2023-04-28,168.49000549316406,169.85000610351562,167.8800048828125,169.67999267578125,55209200.0,0.0,0.0
2023-05-01,169.27999877929688,170.4499969482422,168.63999938964844,169.58999633789062,52472900.0,0.0,0.0
2023-05-02,170.08999633789062,170.35000610351562,167.5399932861328,168.5399932861328,48425700.0,0.0,0.0
2023-05-03,169.5,170.9199981689453,167.16000366210938,167.4499969482422,65136000.0,0.0,0.0
2023-05-04,164.88999938964844,167.0399932861328,164.30999755859375,165.7899932861328,81235400.0,0.047786896745230074,0.11669258620430495
2023-05-05,170.97999572753906,174.3000030517578,170.75999450683594,173.57000732421875,113316400.0,0.09759683794466403,0.13400667126754084
2023-05-08,172.47999572753906,173.85000610351562,172.11000061035156,173.5,55962800.0,0.036291081367611985,0.13184031765664417
2023-05-09,173.0500030517578,173.5399932861328,171.60000610351562,171.77000427246094,45326900.0,0.07913997113997114,0.11795131072631072
2023-05-10,173.02000427246094,174.02999877929688,171.89999389648438,173.55999755859375,53724500.0,0.11162000293944738,0.14196753692124062
2023-05-11,173.85000610351562,174.58999633789062,172.1699981689453,173.75,49514700.0,0.05047105672105672,0.09430971805971805
2023-05-12,173.6199951171875,174.05999755859375,171.0,172.57000732421875,45497800.0,0.06408799533799533,0.16042605542605543
2023-05-15,173.16000366210938,173.2100067138672,171.47000122070312,172.07000732421875,37266700.0,0.09134718614718615,0.1261841189674523
2023-05-16,171.99000549316406,173.13999938964844,171.8000030517578,172.07000732421875,42110300.0,0.08630614177489178,0.1269568828162578
2023-05-17,171.7100067138672,172.92999267578125,170.4199981689453,172.69000244140625,57951600.0,0.13292682926829266,0.10888701828914055
2023-05-18,173.0,175.24000549316406,172.5800018310547,175.0500030517578,65496700.0,0.008507766743060861,0.15170253221723812
2023-05-19,176.38999938964844,176.38999938964844,174.94000244140625,175.16000366210938,55772400.0,0.09228341825998075,0.1342724609375
2023-05-22,173.97999572753906,174.7100067138672,173.4499969482422,174.1999969482422,43570900.0,0.0,0.0
2023-05-23,173.1300048828125,173.3800048828125,171.27999877929688,171.55999755859375,50747300.0,0.11183311993171148,0.12050328062652006
2023-05-24,171.08999633789062,172.4199981689453,170.52000427246094,171.83999633789062,45143500.0,0.1302727028150757,0.14284575985847173
2023-05-25,172.41000366210938,173.89999389648438,171.69000244140625,172.99000549316406,56058300.0,0.11632495164410057,0.16072773070113497
2023-05-26,173.32000732421875,175.77000427246094,173.11000061035156,175.42999267578125,54835000.0,0.06651515151515151,0.14763072486225895
2023-05-30,176.9600067138672,178.99000549316406,176.57000732421875,177.3000030517578,55964400.0,0.09858123009066405,0.13080420104005008
2023-05-31,177.3300018310547,179.35000610351562,176.75999450683594,177.25,99625300.0,0.09115083764474008,0.1576231757176879
2023-06-01,177.6999969482422,180.1199951171875,176.92999267578125,180.08999633789062,68901800.0,0.0,0.0
2023-06-02,181.02999877929688,181.77999877929688,179.25999450683594,180.9499969482422,61945900.0,0.09625867003367003,0.10792845518678852
